SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Danceability,Duration,Tempo,Title,Year, ArtistHotttnesss, SongHotttnesss
2212,"SOZLBTL12A8AE48237",135569,"Armand Van Helden's Nervous Tracks","ARUBDQW1187B98D775","Kim English",0.0,387.26485,84.015,"Nite Life (Sound Factory Version)",0,0.37231499597754764,0
2213,"SOPDTXH12A8C1411BD",521655,"WELCOME TO HAITII CREOLE 101","ARRJ3UC1187FB579D7","Wyclef Jean",0.0,68.49261,142.666,"Jean Dominique Intro",2004,0.47788930391586204,0.4072330149011048
2214,"SOGAGGI12AB0183FC6",634063,"Bssst.....Tisincina!","ARH312K1187FB3F1D4","Beogradski Sindikat",0.0,415.50322,100.017,"Slatke male maloletnice",2002,0.46087511344909887,0.21508031850922793
2215,"SOMLMFQ12A8C13C834",300828,"Nonstop","ARMJAGH1187FB546F3","The Box Tops",0.0,142.36689,93.773,"I Can Dig It",1968,0.4174996449709784,0
2216,"SOXZAGF12CF5827515",292560,"Amazing","ARAKARO1187B9A1EB6","George Michael",0.0,266.94485,128.407,"Amazing",2004,0.5457307001135414,0
2217,"SOHCSSG12A58A7CF2D",632827,"Buzz Buzz","ARC1CJB1187B99FCA4","Laurie Berkner",0.0,115.82649,171.743,"I've Been Working on the Railroad",2001,0.37632596022927123,0.4454545254934259
2218,"SOEMSEL12A8C133A42",282985,"Good Acoustics","ARMH10M1187FB4184F","Firehouse",0.0,258.2722,109.993,"Don't Treat Me Bad",1990,0.4349760317895153,0.7222890066922197
2219,"SOPNHHV12AB0184777",760072,"The Unforgettable Grandpa Jones","ARQ91R31187FB38A88","Grandpa Jones",0.0,158.27546,114.546,"You Make Our Shack A Mansion",0,0.3315347514153216,0
2220,"SOLZXMY12A8C13BEA1",158342,"El Cazador","AR6IJJ41187B98C872","Bobby Pulido",0.0,207.98649,160.67,"Mi Corazón Y Mi Mente",1999,0.42685185323555136,0
2221,"SOEVDCK12AB018A8F3",583352,"Petit Coeur Assassin","AR1KMPF1187B99AA98","Lara",0.0,206.602,125.1,"La Pieuvre",0,0.306947608643182,0
2222,"SOOYJKF12AB0183217",505430,"Live At The Suicide Club","ARO6WZY1187FB3A86E","Sonic Subjunkies",0.0,266.34404,143.267,"Djungelstadt",1994,0.31178940576016817,0.0
2223,"SOXWTYQ12A58A7BDAD",620022,"Tar Beach","ARY4M3J1187B9AC94C","John Sebastian",0.0,284.00281,71.952,"Freezin' From The Inside Out",2001,0.34128872330078414,0
2224,"SOPFGRC12A81C220E1",270410,"The Galway Girl - The Best Of Sharon Shannon","ARH8HRR1187FB5CBE8","Sharon Shannon",0.0,191.92118,234.334,"Gaffo's Ball",2007,0.3670714492885737,0.38293509007501925
2225,"SOBHHIZ12AB01841E0",662666,"Backline Volume 61","ARE2BVT1187B9AC9A2","Little Joe & The Thrillers",0.0,143.67302,138.876,"Peanuts",0,0.2928015391228553,0.0
2226,"SOJDEBD12AB018512D",601529,"Battleforge","ARGAHPJ11F4C83E988","Tilman Sillescu",0.0,123.24526,120.381,"Escape From The Underrealm",2008,0.347104737832973,0.40987661230731964
2227,"SOHANSY12AB018132E",415738,"Reggae Anthology - Joe Gibbs: Scorchers From The Early Years [1967-73]","ARW0Z9V1187B9A0699","Peter Tosh & Winston Scotland",0.0,328.4371,143.85,"Maga Dog/ Skanky Dog (Album)",0,0.4654923562443533,0
2228,"SOSJRUA12AF729B7A7",47538,"...Somewhere More Familiar","AREPD8D1187FB3F5BC","Sister Hazel",0.0,235.65016,142.893,"Concede",1997,0.5098787078527026,0.652839543316802
2229,"SOSKUCS12A58A7955B",542446,"Home Town Hero","ARWADDH1187B98FDBB","Home Town Hero",0.0,187.76771,156.202,"Bleeds In Blue (Album Version)",2002,0.3103173372383893,0.0
2230,"SOXYKNM12AB018D23A",709587,"Beauty Queen","ARELVCU1187B98F3E5","Serpentine",0.0,248.08444,97.536,"Boy & Girl (Feat. Fiona Daniel)",0,0.2984483114383103,0.21508031850922793
2231,"SOKFFSS12A8C1316E3",87624,"Calavera","ARVZWQ31187B9B8946","Abner Burnette",0.0,425.37751,90.92,"The Kid's Last Night (heaven is in the mountain)",0,0.42041261759961973,0.6336472097623188
2232,"SOQRIGO12AB018A90E",774391,"Live In San Francisco","ARNZ70R1187B9A4824","Joe Satriani",0.0,415.4771,98.428,"House Full Of Bullets",1998,0.6222089601294355,0
2233,"SOJZHQO12AB0184E36",789523,"66 Mozart Masterpieces","ARWTFKF1241B9C68DC","Vienna Concert House Orchestra_ Wiener Sängerknaben_ Ferdinand Grossmann",0.0,178.65098,41.634,"Requiem Mass in D Minor_ K. 626: VIII. Lacrimosa dies illae",0,0.0,0.0
2234,"SOAOPCG12AC468D27E",257658,"The Best Of","ARH6W4X1187B99274F","Radiohead",0.0,249.93914,122.831,"Everything In Its Right Place",2000,0.6758870114182804,0
2235,"SOHGPEC12A8C13BBE8",216616,"The Better Life - Deluxe Edition","ARW1MUW1187FB4D5A1","3 Doors Down",0.0,203.2322,151.8,"Better Life",2007,0.6429822198767309,0
2236,"SOKNINP12AB018B233",710716,"Clasicos de oro del Gran Coquivacoa","ARRXPRY1187B9A8B34","Gran Coquivacoa_ Neguito Borjas",0.0,345.33832,91.965,"Serenata de un gaitero",0,0.3665278019554403,0
2237,"SOUNVEQ12AB018630C",341483,"Texas Swingtime","AR9OLFX1187B9A5762","Bob Willis",0.0,146.72934,125.309,"Ida Red",1993,0.37996076697507797,0
2238,"SOHQKEZ12AC46875E9",598738,"Coup d'Yah Remixes Vol. 2","ARVBG53119B8668924","Sub Swara",0.0,343.35302,94.648,"Constructing the Absence",2008,0.4084248884194018,0
2239,"SONVVPY12A58A7A0A7",24159,"Images: Live From Mt. Fuji","ARDE7I31187FB43352","Gonzalo Rubalcaba",0.0,598.62159,106.932,"Giant Steps",0,0.34517431863973785,0
2240,"SOYIGVZ12A8C13C73D",113008,"Eat Or Get Ate","AR1VCLT1187FB4C8AC","Tum Tum",0.0,231.33995,144.412,"Eat Or Get Ate",2007,0.35062894689721674,0
2241,"SOQBMLT12A8AE45F50",278885,"Twenty Five","ARAKARO1187B9A1EB6","George Michael",0.0,308.76689,223.617,"Shoot The Dog",2004,0.5457307001135414,0
2242,"SOUNPPV12A8C13F5D3",168737,"Mothership","ARDIBRT1187B9AF176","Led Zeppelin",0.0,330.78812,143.239,"The Song Remains The Same (2007 Remastered Album Version)",2007,0.6344123849303008,0
2243,"SOWETKI12A67ADC802",65938,"As Nasty As we Wanna Be","ARTQ6AP1187B998A84","NG3",0.0,240.50893,106.019,"Tainted Love feat. Tatz",2003,0.32185406915712433,0
2244,"SOMZIHP12AC9E12A87",290113,"Masquerade","ARRJ3UC1187FB579D7","Wyclef Jean",0.0,7.13098,195.208,"Midnight Lovers",2002,0.47788930391586204,0.0
2245,"SOURCQF12A6D4F6F04",27497,"Broken","ARVMFE61187B992463","Darwin Hobbs",0.0,212.50567,103.003,"Praz Him (Broken Album Version)",2003,0.40658168035189596,0.0
2246,"SOMTEOW12A8C13C938",301400,"Our Lady... Kitty Kallen","ARBJC9U1187B9A70AC","Kitty Kallen",0.0,137.1424,95.471,"The Aba Daba Honeymoon",0,0.3221258890144376,0
2247,"SOEPXYF12AB01821CA",505179,"Harry Potter And The Half-Blood Prince - Original Soundtrack","ARR46IW1187FB51C2E","Nicholas Hooper",0.0,77.60934,155.659,"Of Love & War ("Harry Potter & The Half-Blood Prince")",0,0.4358082848637359,0.5782748931228445
2248,"SOUDXDX12AB018B942",770850,"Los Jaigüey","ARHHEXT1269FCCF474","Los Jaigüey",0.0,293.92934,121.996,"Confiar Es Perder",0,0.31876265848978913,0.0
2249,"SORLGJC12A8C13FADC",250759,"Hoping That You're Hoping","ARUVPZF1187FB4880D","Charlie Louvin",0.0,227.52608,40.258,"I'll Be Home When I Can",0,0.39134245187534317,0
2250,"SOMOFTZ12AB0182A54",466366,"V2","AR7S6JV11A348F0C69","Vuneny",0.0,263.41832,133.297,"Curse Of Sound (Dub Mix)",2006,0.32398405449830525,0.34092275586437804
2251,"SOKDJRX12A8C146003",527714,"The Best Of","ARY80281187FB3E380","Sandi Thom",0.0,183.35302,210.253,"When Horsepower Meant What It Said",2006,0.40503129793646875,0.0
2252,"SOTQWQL12A58A78E4F",609807,"The Fabulous Thunderbirds","ARBFDJW1187B9AD27A","The Fabulous Thunderbirds",0.0,154.53995,118.02,"Let Me In",1979,0.42935351499935154,0.3277366831778408
2253,"SOFLDSU12AC4689B1C",598190,"The X-Factor (Side B)","ARTHEAP122BCFCD0B2","DJ X-Change featuring DJ Omega",0.0,147.06893,160.067,"At the Club",0,0.28128421554929817,0
2254,"SOWYCCM12AB018594C",646387,"A Man And His Music  - El Inolvidable","ARZ8S071187B993849","Tito Rodriguez",0.0,138.44853,169.822,"El Tirabuzón",0,0.2386963500981182,0.0
2255,"SORZCXI12AB0183DB4",359608,"Various Artists #4","ARXOKNT1187B9AA521","Dj Kali",0.0,347.61098,133.891,"Body",0,0.399265149721187,0
2256,"SODKHSQ12AB0185513",517215,"Sirius Calling","ARS10A81187B9B6E16","Art Ensemble Of Chicago",0.0,384.54812,183.94,"He Took A Cab To Neptune",2004,0.3949217306757754,0
2257,"SOIPFDV12A58A7C1CE",463544,"J-88","AR0WGXC1187B9AAC99","Slum Village",0.0,152.86812,89.957,"The Things You Do",0,0.4254506138636907,0
2258,"SOHNMFU12A6D4FBCE6",63580,"Wenn hier einer schießt_ dann bin ich das","AR5MSL51187FB52E11","ÄI-TIEM",0.0,166.03383,140.084,"Auf die Fresse_ fertig_ los",0,0.0,0
2259,"SOSLWIY12AB018B6A8",800710,"Arrive","ARP4FAI1187FB3E49E","Aram Shelton",0.0,540.52526,113.031,"All Dressed Up",0,0.0,0.0
2260,"SOUYRLG12A8A9D5A50",233170,"Rumba Del Barrio","AR5RVV91187B9A4238","Luisito Rosario",0.0,302.602,153.251,"1 - 800 - Quiereme - Remix",0,0.1923496946810962,0
2261,"SOPWTDE12A8C143C71",476209,"Set Free - The Definitive Edition","ARVQTZP1187FB40283","Constance Demby",0.0,259.36934,85.155,"Javalon",1989,0.3890293659837453,0.26586104921065007
2262,"SODRVWF12A58A7DB20",237545,"Programmed to Consume","AR4CH531187FB4EA21","Abysmal Dawn",0.0,261.43302,126.428,"Programmed to Consume",2008,0.40880107251989956,0.540493129382015
2263,"SOIFTWG12AF72A1F55",29172,"Solaris","ARKQ6QN1187B9B016D","Photek",0.0,327.88853,115.014,"Junk",2000,0.4387791606450403,0
2264,"SOFYJJG12A8BEE9583",281232,"Verdi: Don Carlo","ARDR4AC1187FB371A1","Montserrat Caballé/Orchestra of the Royal Opera House_ Covent Garden/Carlo Maria Giulini",0.0,168.56771,71.609,"Don Carlo (2000 Digital Remaster): Tu che le vanità (Elisabetta)",0,0.39137058721808954,0
2265,"SOWXFNB12A8C13F8F3",307070,"3 Originals","ARMPRI31187FB4F7D9","Vangelis",0.0,1280.88771,88.341,"Heaven And Hell (Part II)",0,0.4737005012967777,0.6559532315616005
2266,"SOGQCRP12AAA15D558",321274,"Before we all implode","ARZEJOT126E2B406FD","Monomonkey",0.0,222.30159,155.906,"Where To Hide?",0,0.38477354138946035,0.0
2267,"SOAFAGP12A81C22CC3",131443,"Lauluja rakkaudesta","AR22KLC1187B98E812","Kaija Koo",0.0,192.23465,115.671,"Viimeiset hitaat",1995,0.3792280690900896,0.4582882074332055
2268,"SOTLKSK12A58A7E3DB",95066,"Songs of the marines","ARCVMYS12454A51E6E","The Sun Harbor's Chorus-Documentary Recordings",0.0,110.94159,124.393,"Marine's hymn",0,0.2491372295395512,0.24099189058358852
2269,"SONAZLW12AB017F288",386702,"Joue Legrand & Becaud","AR6W9T51187B9A8B8E","Maurice Larcange",0.0,199.54893,136.786,"Le Récit De Cassard",0,0.279642625276782,0
2270,"SOGECCF12A6D4F8AD7",28665,"Airport - The Motors Greatest Hits","AROW3XO1187B989E72","The Motors",0.0,393.61261,149.629,"Dancing The Night Away",1977,0.3353221299292441,0
2271,"SOEQESA12AB018A24A",468016,"Message A L'Eglise","AR5K96N11C8A421849","Konexion",0.0,405.78567,91.008,"Apostasie",0,0.0,0
2272,"SOLLLZR12AB0180455",495391,"Ultra-Lounge / On The Rocks With A Twist - Part 2","ARID33C1187FB4610A","David Rose",0.0,292.80608,109.059,"Wear Your Love Like Heaven / Workin' On A Groovy Thing (Medley) (1997 Digital Remaster)",0,0.34866534017096623,0
2273,"SOGPEMQ12A67020412",8567,"It's Dark And Hell Is Hot","ARTE9CG1187B99B1AF","DMX",0.0,230.50404,95.752,"Look Thru My Eyes",1998,0.5088131950100051,0.6421107312279805
2274,"SONSCMZ12A6D4F6EE9",55322,"Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996","ARCHKD91187B9A0A42","The Ronettes",0.0,182.83057,106.671,"(The Best Part Of) Breakin' Up",1964,0.5338855364814937,0
2275,"SOQFMJN12AB0181D3D",335319,"Kalkofe liest Asmussen - Lachen ist gesund Vol.1","ARIEIJW1187B98F6DD","Oliver Kalkofe",0.0,549.3024,258.677,"Kapitel 4",2008,0.406198747834107,0.21508031850922793
2276,"SOFRBZI12AB0186AE8",705593,"IRM","ARL635X1187B990092","Charlotte Gainsbourg",0.0,154.95791,120.148,"IRM",2009,0.5200496881789747,0.8701106316615405
2277,"SOPZFGB12A8C1343E0",286929,"Cocoon Crash","ARMSL551187FB3F4B0","K's Choice",0.0,144.14322,103.801,"20.000 Seconds",1998,0.45121923689083615,0
2278,"SOXLGIE12A6D4FD624",228234,"American Me 12","ARIGAOX1187B9B21C8","C.L. Smooth",0.0,185.18159,100.552,"Smoke In The Air (A Cappella)",2006,0.34875566790227436,0
2279,"SOXYTFQ12AB01800BA",532995,"People of Peace","AREJ5K11187B993F5F","R. Carlos Nakai",0.0,230.37342,99.933,"Cedar and Clay (World)",0,0.37693998444161575,0.0
2280,"SOWAGSC12AB01815B1",602387,"Flow","AR0WQ1Q1187B992E16","Richard Smith",0.0,277.002,176.014,"Pastel",0,0.3067840169704845,0.26586104921065007
2281,"SOHUKRD12A58A797C3",564601,"Street Singer","ARMBDNQ1187FB3F3EC","Arthur Tracy",0.0,180.32281,104.0,"Red Sails In The Sunset",1993,0.26622953991263976,0.0
2282,"SOJDFOK12AB018211B",542670,"Fantasy","AR126G61187B9B88A6","Candy Lo",0.0,202.57914,124.019,"Qu Ni De Hun Li",2001,0.3425370031626706,0.349166902124596
2283,"SOPIHQU12A670200C6",5395,"An Intimate Christmas","AR1W3MA1187B99E6D8","Danny Wright",0.0,238.91546,182.589,"So Still (Album Version)",0,0.3653021909738527,0.3347065490692206
2284,"SOCPGGC12A6D4FC2B9",57687,"Electric Angel","ARAMB6Q1187B99DE68","Fiona Sit",0.0,205.24363,84.017,"She Hui Ge (Movie 2nd Song - Love Undercover 3)",0,0.3866381228944348,0
2285,"SOCINAM12A8C13D160",462282," Lazy Afternoon En Anglais","ARKETDZ1187B9B2566","Marlene Dietrich",0.0,167.02649,81.674,"A Guy What Takes His Time En Anglais",0,0.4165039463700261,0.2998774882739778
2286,"SOUDYBG12A8C13FD4D",303678,"He Soittavat Humppaa","ARL6XZC1187FB3936E","Solistiyhtye Suomi",0.0,164.98893,134.48,"Yksinäisin",2002,0.3178109598122704,0
2287,"SOGHZWU12AB017C49D",340416,"Moon River/Swinging For You","AR9JLBU1187B9AAEC4","Danny Williams",0.0,190.27546,96.112,"I Talk To The Trees",0,0.40977899776259186,0
2288,"SOGGUFB12A6D4F8977",29161,"World Jazz","AR9XDAA1187B99768F","Lara & Reyes",0.0,319.84281,109.509,"Amor De Lejos",0,0.3515614069614046,0.6107154163197548
2289,"SOBWEDN12AB0189E3B",673681,"This Is How It Goes","AR813LR1187FB3F83A","Goldfish",0.0,432.14322,128.004,"This is How It Goes (Timmy Trumpet Remix)",0,0.4422857823914656,0
2290,"SOFHMOJ12A8C142DB0",478576,"Maybelle's Blues","ARU81FP1187B98C71E","Big Maybelle",0.0,156.96934,145.105,"New Kind Of Mambo",0,0.3378587639891462,0
2291,"SOQUXGF12AB018685C",457877,"Out And About With...","ARSF4161187B9B449F","The Gone Jackals",0.0,220.83873,119.526,"Is It Clean (Ethereal - Progressive)",0,0.35300068828370523,0.319565986882865
2292,"SOXDWON12AB018612D",723079,"Carheart","ARZ02US1187FB430BD","Virus",0.0,529.03138,155.091,"Be Elevator",0,0.3709151438223631,0.4477840511958349
2293,"SOHGCAM12AB018B2DB",768012,"Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite","ARW1WST1187FB384DA","Jope Ruonansuu",0.0,150.7522,124.985,"Aulis Gerlander",2004,0.41784614771379464,0
2294,"SOFLYJP12A8C141B86",239447,"Ceremonials","ARPMJGA11F4C83BDFE","US Coast Guard Band",0.0,31.29424,56.216,"Two Ruffles & Flourishes / General's March",0,0.27775367234636034,0
2295,"SOUFLRE12A58A7D6A0",509820,"Love Is Back","ARQEPTZ1187FB4CD36","Toby Love",0.0,255.05914,128.998,"Irreplaceable",0,0.39410780419688507,0.4051157216913865
2296,"SOFFAYN12A58A7ACEC",620977,"Work It!","ARTZMXB1187B990A55","Streetwize",0.0,307.33016,79.076,"Funny",0,0.3196514586921026,0.26586104921065007
2297,"SOHWOYN12A6D4F5F4B",24159,"Images: Live From Mt. Fuji","ARDE7I31187FB43352","Gonzalo Rubalcaba",0.0,477.49179,85.06,"Peace And Quiet Time",0,0.34517431863973785,0
2298,"SOZWVCA12A6D4F9774",57880,"Jimmy Wayne","ARTZ90C1187FB55D81","Jimmy Wayne",0.0,202.08281,117.142,"She Runs",0,0.4990183984153171,0.5109620440021506
2299,"SOUYOSU12A8C139214",299016,"Live Au Grand Rex","AROGAPH1187B98CF9C","Benabar",0.0,235.02322,140.407,"Porcelaine",2001,0.3730604928119009,0
2300,"SOHKHHS12B350491C5",329967,"Enjoy!","ARANOZN1187B9B373E","Descendents",0.0,183.90159,187.176,"Cheer",1986,0.4765593789777819,0.677773440021412
2301,"SOFHZSP12A58A79004",30908,"Are You The One?","ARX2DLI1187FB4DD03","The Presets",0.0,281.0771,132.946,"Are You The One?",2005,0.5244494707134351,0.48828987603734525
2302,"SOFKMDX12AB0184231",431155,"Last The Whole Night Long","AR1JD6E1187FB5696C","James Last",0.0,101.642,126.184,"Stuff Like That",0,0.38065635952956267,0
2303,"SODMQQB12AC3DF6CF0",603540,"Second Hand Life: The Deluxe Edition","ARS6HDE1187B99CA29","Joe Lynn Turner",0.0,304.66567,111.942,"Two Lights [Bonus Track]",0,0.3649755953962232,0.3347065490692206
2304,"SOTRVGJ12AB0183B60",630254,"Oui-oui et le cadeau surprise","ARK8F3K1187FB4F002","Oui Oui",0.0,174.15791,125.093,"La danse des petits amis",0,0.3437719451180466,0.0
2305,"SOIHAIA12AB01825F1",367772,"The Impossibility of Reason [Special Edition]","ARDEC2A1187B9A460E","Chimaira",0.0,260.64934,90.021,"Army Of Me (Album Version)",0,0.47676086709831694,0
2306,"SOLWCYO12A5829149B",247,"Paid In Full","ARWC1WN1187FB516CE","Eric B. & Rakim",0.0,282.04363,94.499,"I Know You Got Soul",1987,0.5009463756707355,0
2307,"SOOVLKO12A58A7F7BA",185936,"Listen","ARYJ6RP1187B9B3827","Cindy Morgan",0.0,101.58975,71.478,"Will You Be There? (Live Version)",0,0.41741046690001027,0.2975771532188713
2308,"SOBTCVH12AC468BF22",599426,"Remembering The Happy Goodmans","ARR575U1187B98FB97","The Perrys",0.0,109.81832,120.047,"When They Ring The Bells Of Heaven",0,0.38067987361328043,0.0
2309,"SOGPECU12A6D4FAF78",271048,"Pour La Vie","ARHY3JM1187B9B9DFB","Monty",0.0,195.60444,133.787,"Les Reves D´enfants",0,0.3467043918506348,0
2310,"SOCNYWR12A8C135FA6",284466,"Santa Maria","AR1N6N61187FB4E25E","Mongo Santamaria",0.0,229.51138,119.336,"Boogaloo Wow",0,0.36005330653898404,0.26586104921065007
2311,"SOXPWTF12A81355824",129275,"Here's To The Mourning","ARW071B1187B9A603C","Unwritten Law",0.0,183.74485,103.142,"Because Of You (Album Version)",2005,0.4608434825896651,0
2312,"SOJCRRD12A58A7D438",511939,"Historias","ARLUF1T1187FB3603B","Ricardo Arjona",0.0,403.25179,143.676,"Ayudame Freud",0,0.5455719612113675,0.6403706648883718
2313,"SOVDTAZ12A8BED7491",237206,"Horse Feathers / Animal Crackers","ARCII0J1187FB3A1B4","The Marx Brothers",0.0,188.3424,157.932,"I'm Against It/Horse Feathers",0,0.37565282400247096,0.39628912318039405
2314,"SOAERUU12A8C13F302",521416,"Unintended","ARR3ONV1187B9A2F59","Muse",0.0,312.05832,103.995,"Falling Down [Live Acoustic]",0,0.7504265510189179,0.5395397825789927
2315,"SOBYKBT12AC468C7EF",781518,"World Music From Hungary 2.","ARLZ0521187B98B2E3","Muzsikas",0.0,351.50322,98.246,"Békási táncdallamok",0,0.3301197135566966,0.0
2316,"SOACNLP12A81C230B1",413386,"Charismatisches Selbstimage - Selbst-Management","ARLMCCW1241B9CE7CB","Kurt Tepperwein",0.0,33.67138,61.618,"Einleitung",0,0.2520805272058066,0
2317,"SODPFQN12AB0182AE2",750556,"Night Shift Blues","ARWQ2DR1187B98FF28","Ma Rainey",0.0,179.61751,85.506,"Night Time Blues",2005,0.3855675231595563,0
2318,"SOMLCEU12A6D4FAB01",60541,"Southern Comfort","AR26X1C1187B9B0A1B","Conway Twitty",0.0,175.51628,106.407,"Slow Hand (LP Version)",0,0.4937110766426872,0.304491031159076
2319,"SOQTDME12AB0183F30",633243,"New World Orphans","ARAWNNA1241B9C726F","(hed) p.e.",0.0,12.95628,106.681,"A Soldiers Intro",0,0.3248808718779012,0
2320,"SOQQVIP12A8C13E7E6",117351,"Gangsta For Life: The Symphony Of David Brooks","ARJ5FD21187FB43F12","Mavado",0.0,255.16363,135.733,"Sadness",2007,0.5207841069422383,0.4408264404988793
2321,"SOJNQAS12A8C134963",194440,"On The Sunday Of Life","ARYO9BU1187B9ADA88","Porcupine Tree",0.0,162.06322,44.816,"Music For The Head",1991,0.5079658021593736,0.7778280250734869
2322,"SOWCTGJ12AB0184820",491690,"New Recruits","ARE04K31187B98C74F","Birdapres",0.0,234.57914,150.087,"None Missing",0,0.2556663338649525,0
2323,"SOMRZTC12AB01884CC",554603,"Feelings Gone (feat. Sam Sparro)","ARFSPOV1187B9B2363","Basement Jaxx",0.0,521.79546,197.011,"Feelings Gone (feat. Sam Sparro) (Joachim Garraud Remix)",0,0.5312132868052581,0
2324,"SORFOYB12A6701FE39",15373,"The Crazy World Of Arthur Brown","ARIT8YH1187FB43F30","Arthur Brown",0.0,297.03791,71.077,"Time / Confusion",1968,0.3832109687924385,0.6265859803064825
2325,"SOAVASI12AB01899F3",463083,"For A Few Dollars More","ARBAGAS11F4C8461F0","Controlled Dissonance",0.0,424.85506,0.0,"All Purpose Experiment",0,0.268922789535084,0
2326,"SOZMKSN12AC96186C4",602681,"Big Damn Nation","ARM2D2V1187B9AEB4F","The Reverend Peyton's Big Damn Band",0.0,179.46077,118.167,"My Old Man Boogie",2006,0.3227178557598917,0.45972498833129394
2327,"SOINODQ12CF5826752",20699,"Dirty Harry","ARAXU5Z1187B98FECD","Gorillaz",0.0,230.47791,96.179,"Dirty Harry (Single Edit)",2005,0.6458723106125392,0
2328,"SOEYLBU12AB017F771",485511,"The Art of Analog Diversion","ARZ5T871187B9A03F3","Stargarden",0.0,423.70567,131.85,"Trybal",2004,0.3873507510715329,0.0
2329,"SOLXPOJ12AC468AC3F",598158,"Rotterdam EP","ARZVZRN1241B9C4B14","Mister Ries",0.0,180.13995,160.006,"Fuck You",0,0.22586054445275858,0
2330,"SOBZRVN12A6D4FBB17",64577,"Genesis And Job","ARLQ5EV1187FB4491D","Don Francisco",0.0,266.52689,98.8,"Job's Defiance",0,0.3722985729468398,0.0
2331,"SOFLYRR12AB0181D04",514440,"Niagara","ARW63KF1187B98AC48","Julien Clerc",0.0,207.20281,193.426,"Rolo Le Baroudeur",1971,0.36438492446826576,0
2332,"SOYIDUQ12A8C136E86",198644,"Killer Blanks","ARPBOCU11F50C4B49B","Blanks77",0.0,121.02485,148.264,"Final Solution",0,0.0,0.2998774882739778
2333,"SOUCCAM12AB0181444",328275,"Vibes","ARNVH8S1187FB52F86","Heavy D",0.0,206.99383,40.027,"Chasing Windmills",2008,0.36366811024462387,0.27045497911567046
2334,"SOJZKQG12A8C131DDC",140708,"The Naked Dutch Painter And Other Songs","ARGC7FQ1187FB409CC","Stew",0.0,569.20771,96.598,"The Drug Suite",2002,0.30454771337183484,0.0
2335,"SOJHGZJ12AB0187E31",795316,"Beenie Man - EP","ARVUN5F1187FB4CCC7","Beenie Man",0.0,179.51302,98.071,"Bad Man Story",0,0.48133930857423185,0.3016817567316363
2336,"SOVBQWR12A8C137843",291956,"Copacabana","ARJIE2Y1187B994AB7","Line Renaud",0.0,140.56444,100.869,"Il N'Etait Pas Sentimental",0,0.3200869267523748,0.0
2337,"SOWEEDF12A58A765D9",383446,"Perfection R.I.P.","ARN4IYF1187FB49D76","Pagan Wanderer Lu",0.0,131.44771,108.829,"(eskomolto)",0,0.3508035740686485,0.0
2338,"SOGUHFC12AC46895A7",604916,"Hold On / Turn It Up","ARRZNPS124207806FA","Devine and emilyPLAY",0.0,375.48363,137.976,"Turn It Up",0,0.0,0
2339,"SOLIQRN12A8C1391A6",154282,"Eleanor","ARLT4N91187FB533DB","Low Millions",0.0,193.38404,112.897,"Eleanor",2004,0.38714650165246794,0
2340,"SOKINCY12A6D4FB7CD",226776,"I Heard They Suck Live!","AR06EB01187FB40150","NOFX",0.0,135.52281,191.063,"Linoleum (live)",0,0.5542914890128156,0.4137398358601097
2341,"SODJEJR12AB018A460",809638,"Für Dich Immer Noch Fanta Sie","ARMD6JB1187FB3B0E7","Die Fantastischen Vier",0.0,316.55138,95.863,"Was wollen wir noch mehr?",2010,0.5172592831380602,0.600471580614151
2342,"SONVBPG12A8C13F8A4",793450,"1st. Round Darft Pick","ARGBGC71187FB3DD0B","DJ Nasty",0.0,221.09995,149.984,"Child Support",0,0.3028554195218622,0.0
2343,"SOKEGBU12AB017FA3E",744095,"Portals","ARVXKTV1187FB44139","Arsonists Get All The Girls",0.0,218.48771,166.409,"Skiff For The Suits",2009,0.4549573948202216,0.7550682767153579
2344,"SOUNBZQ12A8C1366A3",153610,"Stimulator","AR6HLKR1187B9A735A","Stimulator",0.0,213.55057,123.044,"78 Stimulator",2004,0.34302617914087985,0
2345,"SONBEKD12AB01894DC",752698,"Music For Relief Download To Donate For Haiti","ARC8CQZ1187B98DECA","Jack Johnson",0.0,157.07383,141.257,"Times Like These [Live From Red Rocks]",0,0.6941285029590545,0.5101927314839804
2346,"SOHPMTS12A8C14093A",254009,"Solomon Vol. 2","AR323JD1187FB483D0","Solomon",0.0,48.29995,82.799,"25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XXII",0,0.3412658413564567,0
2347,"SOHDREN12A6D4F89EC",46489,"The Excello Singles Anthology","ARPEUYM1187FB4A97A","Slim Harpo",0.0,153.67791,93.77,"I Love The Life I'm Living",1993,0.3713025465171209,0.0
2348,"SOCSIII12AB0183D7F",508143,"Tesoros De Colección","ARQHLIO1187B98AA6A","Jay Pérez",0.0,181.62893,102.155,"Mi Lindo Amor",0,0.38623768283972165,0.0
2349,"SOGZLAA12A8C137C6D",99934,"Blind Blake Vol. 4 (1929 - 1932)","AR97EHA1187B98AD5F","Blind Blake",0.0,212.00934,101.918,"Ain't Gonna Do That No More",0,0.3513450770925733,0
